dependent_spouse,hmale,hage,dep_child,started_business,average_risk_attitude,above_average_risk_attitude,substantial_risk_attitude,college4,grad,ln_total_incomer,log_amt_loan_total_fin_w,amt_loan_total_fin_w,ln_new_worthr,log_share_risky_assets_3_w,share_risky_assets_3_w,ln_Rm_p4,vol_Rm_p4,aaa_diff
0,1,51,0,1,0,0,0,0,1,12.32748,-18.42068,0,13.41513,-18.42068,0,.2303491,6.768715,.5
0,0,54,0,0,1,0,0,0,1,11.32108,-18.42068,0,12.42278,-1.044391,.3519062,.2303491,6.768715,.5
1,1,66,1,1,0,1,0,0,1,-18.42068,-18.42068,0,16.54449,-.1197774,.8871179,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,12.34668,-18.42068,0,14.6956,-18.42068,0,.2303491,6.768715,.5
1,1,57,0,0,0,1,0,0,1,14.21183,-18.42068,0,15.34664,-.7803113,.4582633,.2303491,6.768715,.5
1,1,66,1,0,0,0,1,0,1,12.69756,-18.42068,0,14.22131,-18.42068,0,.2303491,6.768715,.5
1,1,54,0,0,0,0,1,1,0,12.84553,-18.42068,0,14.59933,-18.42068,0,.2303491,6.768715,.5
1,1,72,0,1,1,0,0,0,1,12.44509,-18.42068,0,16.54803,-.1179311,.8887572,.2303491,6.768715,.5
1,1,63,2,0,0,0,0,1,0,15.54247,-18.42068,0,18.47501,-2.188822,.1120487,.2303491,6.768715,.5
1,1,72,0,1,0,0,0,1,0,11.23849,-18.42068,0,14.10309,-2.052001,.1284776,.2303491,6.768715,.5
1,1,51,0,1,0,1,0,0,1,14.9801,-18.42068,0,18.08297,-18.42068,0,.2303491,6.768715,.5
1,1,63,0,1,1,0,0,1,0,14.96124,-18.42068,0,18.96909,-.453415,.6354544,.2303491,6.768715,.5
1,1,51,0,0,0,1,0,0,1,14.20041,-18.42068,0,15.9065,-1.490827,.2251863,.2303491,6.768715,.5
1,1,51,0,0,1,0,0,1,0,14.02418,-18.42068,0,15.66811,-1.334829,.2632032,.2303491,6.768715,.5
0,1,63,0,0,1,0,0,1,0,11.9772,-18.42068,0,12.04501,-2.88728,.0557276,.2303491,6.768715,.5
1,1,66,0,0,0,1,0,1,0,13.48571,-18.42068,0,16.95874,-.139762,.8695652,.2303491,6.768715,.5
1,1,69,0,0,0,1,0,1,0,13.18847,-18.42068,0,17.44487,-5.993674,.0024945,.2303491,6.768715,.5
1,1,72,0,1,0,0,1,0,1,15.65606,-18.42068,0,17.47228,-1.156906,.3144575,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,0,1,13.60874,-18.42068,0,15.40584,-1.106498,.3307152,.2303491,6.768715,.5
1,1,63,0,1,0,1,0,1,0,15.24302,-18.42068,0,18.4984,-2.30463,.0997958,.2303491,6.768715,.5
0,0,66,0,0,0,0,1,0,1,10.28234,-18.42068,0,12.92523,-18.42068,0,.2303491,6.768715,.5
1,1,54,2,0,1,0,0,0,1,12.16041,-18.42068,0,13.83339,-.1003347,.9045346,.2303491,6.768715,.5
1,1,72,0,1,0,1,0,1,0,13.02144,-18.42068,0,17.01929,-.3050921,.7370555,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,14.7828,-18.42068,0,16.39503,-1.166645,.3114101,.2303491,6.768715,.5
0,0,72,0,0,1,0,0,1,0,10.49127,-18.42068,0,13.23498,-.2866815,.7507508,.2303491,6.768715,.5
1,1,51,0,1,0,1,0,0,1,12.68783,-18.42068,0,15.20689,-.2851314,.7519155,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,0,1,11.84983,-18.42068,0,14.44832,-.8649974,.4210526,.2303491,6.768715,.5
1,1,51,0,1,1,0,0,0,1,11.44018,-18.42068,0,10.05531,-18.42068,0,.2303491,6.768715,.5
1,1,72,0,0,1,0,0,0,1,14.31629,-18.42068,0,16.54506,-2.219855,.1086248,.2303491,6.768715,.5
1,1,63,0,0,0,1,0,0,1,12.31035,-18.42068,0,15.56609,-.5254645,.5912806,.2303491,6.768715,.5
1,1,54,0,0,0,1,0,0,1,13.26964,-18.42068,0,15.8918,-.3478628,.7061957,.2303491,6.768715,.5
1,1,69,0,1,0,1,0,1,0,15.00003,-18.42068,0,17.16064,-.3001046,.7407407,.2303491,6.768715,.5
1,1,66,0,1,0,1,0,1,0,13.54927,-18.42068,0,16.17007,-1.541249,.2141135,.2303491,6.768715,.5
1,1,54,0,0,1,0,0,0,1,12.25208,-18.42068,0,14.16027,-18.42068,0,.2303491,6.768715,.5
0,0,72,0,0,1,0,0,0,1,9.903487,-18.42068,0,13.62773,-.498105,.6076811,.2303491,6.768715,.5
1,1,63,0,0,1,0,0,0,1,14.90062,-18.42068,0,17.9637,-1.709641,.1809307,.2303491,6.768715,.5
1,1,72,0,0,0,1,0,0,1,12.99453,-18.42068,0,16.1828,-.747557,.4735219,.2303491,6.768715,.5
1,1,57,1,1,1,0,0,0,1,12.89965,-18.42068,0,15.39389,-18.42068,0,.2303491,6.768715,.5
1,1,54,0,0,1,0,0,0,1,13.99011,-18.42068,0,14.80653,-.3864764,.6794468,.2303491,6.768715,.5
1,1,60,0,1,0,1,0,0,1,15.0866,-18.42068,0,16.51188,-.3795981,.6841363,.2303491,6.768715,.5
1,1,60,0,0,0,1,0,1,0,12.02608,-18.42068,0,14.27605,-18.42068,0,.2303491,6.768715,.5
1,1,63,0,1,0,1,0,0,1,17.1066,-18.42068,0,17.74069,-1.196694,.3021916,.2303491,6.768715,.5
1,1,69,0,0,1,0,0,0,1,11.77788,-18.42068,0,14.06743,-.1270731,.8806693,.2303491,6.768715,.5
1,1,63,0,0,1,0,0,1,0,14.43061,-18.42068,0,17.7152,-18.42068,0,.2303491,6.768715,.5
1,1,69,0,0,1,0,0,1,0,11.29135,-18.42068,0,8.07247,-18.42068,0,.2303491,6.768715,.5
1,1,60,0,1,1,0,0,0,1,13.43572,-18.42068,0,15.96053,-.5767645,.5617129,.2303491,6.768715,.5
1,1,51,0,1,1,0,0,0,1,14.1706,-18.42068,0,15.08339,-3.502549,.0301205,.2303491,6.768715,.5
1,1,66,0,0,0,1,0,0,1,11.11858,-18.42068,0,13.46917,-.1437879,.8660714,.2303491,6.768715,.5
0,0,66,0,0,1,0,0,1,0,9.857453,-18.42068,0,10.53578,-.110348,.8955224,.2303491,6.768715,.5
0,0,69,1,0,0,0,0,1,0,10.40784,-18.42068,0,10.78052,-18.42068,0,.2303491,6.768715,.5
1,1,72,0,1,1,0,0,0,1,12.80765,-18.42068,0,15.50056,-.1740431,.8402607,.2303491,6.768715,.5
1,1,66,0,0,1,0,0,0,1,12.48382,-18.42068,0,15.01448,-18.42068,0,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,1,0,11.7422,-18.42068,0,14.19623,-.1249436,.8825467,.2303491,6.768715,.5
0,1,57,0,1,1,0,0,1,0,12.27549,-18.42068,0,15.41138,-.4871329,.6143854,.2303491,6.768715,.5
1,1,60,1,1,0,1,0,1,0,10.17763,-18.42068,0,-10.17763,-.5260931,.5909091,.2303491,6.768715,.5
1,1,51,1,0,0,1,0,0,1,14.4881,-18.42068,0,15.86439,-.8491774,.4277667,.2303491,6.768715,.5
1,1,69,1,0,0,0,0,0,1,10.78052,-18.42068,0,-9.416204,-18.42068,0,.2303491,6.768715,.5
0,1,63,0,1,0,1,0,1,0,11.6921,-18.42068,0,13.92753,-1.889088,.1512097,.2303491,6.768715,.5
1,1,63,0,0,1,0,0,1,0,13.33798,-18.42068,0,16.33023,-.7126255,.4903551,.2303491,6.768715,.5
1,1,69,0,0,1,0,0,1,0,-18.42068,-18.42068,0,16.36493,-.937909,.3914455,.2303491,6.768715,.5
1,1,66,0,0,0,1,0,1,0,10.8309,-18.42068,0,13.51833,-.1214799,.8856089,.2303491,6.768715,.5
1,1,51,0,1,0,1,0,1,0,15.31583,-18.42068,0,18.03773,-2.080482,.1248699,.2303491,6.768715,.5
1,1,63,0,1,0,1,0,0,1,15.21907,-18.42068,0,16.92394,-.2450598,.7826577,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,12.19253,-18.42068,0,14.80495,-3.500827,.0301724,.2303491,6.768715,.5
0,0,66,0,0,1,0,0,0,1,11.25835,-18.42068,0,13.49209,-.6409613,.5267857,.2303491,6.768715,.5
1,1,60,1,0,1,0,0,1,0,16.41007,-18.42068,0,20.39754,-.3744559,.6876633,.2303491,6.768715,.5
1,1,72,0,0,1,0,0,1,0,11.40757,-18.42068,0,14.40109,-18.42068,0,.2303491,6.768715,.5
1,1,57,0,0,0,0,0,0,1,12.73713,-18.42068,0,12.45208,-18.42068,0,.2303491,6.768715,.5
0,0,72,0,0,0,0,0,0,1,10.69195,-18.42068,0,11.31447,-18.42068,0,.2303491,6.768715,.5
0,1,72,0,0,1,0,0,0,1,10.4631,-18.42068,0,13.48562,-18.42068,0,.2303491,6.768715,.5
0,1,69,0,0,1,0,0,0,1,11.4282,-18.42068,0,12.23655,-.1679328,.8454106,.2303491,6.768715,.5
1,1,72,0,1,0,1,0,0,1,16.29875,-18.42068,0,19.08552,-.4357654,.6467695,.2303491,6.768715,.5
1,1,63,2,0,0,1,0,1,0,12.19256,-18.42068,0,14.57413,-18.42068,0,.2303491,6.768715,.5
1,1,63,0,1,0,0,1,1,0,15.71155,-18.42068,0,19.01149,-.1560479,.8555182,.2303491,6.768715,.5
1,1,69,1,0,1,0,0,0,1,12.04903,-18.42068,0,14.89938,-.6160861,.540054,.2303491,6.768715,.5
1,1,72,0,0,0,0,0,0,1,10.20359,-18.42068,0,13.23748,-2.279828,.1023018,.2303491,6.768715,.5
1,1,57,0,0,0,0,0,0,1,10.3559,-18.42068,0,6.977177,-18.42068,0,.2303491,6.768715,.5
0,0,54,0,0,0,1,0,1,0,11.11629,-18.42068,0,12.51023,-3.673765,.0253807,.2303491,6.768715,.5
1,1,57,2,1,1,0,0,0,1,11.73077,-18.42068,0,14.63698,-18.42068,0,.2303491,6.768715,.5
1,1,54,0,0,0,1,0,1,0,14.35318,-18.42068,0,17.89036,-6.325491,.0017901,.2303491,6.768715,.5
1,0,72,0,0,1,0,0,1,0,10.79958,-18.42068,0,13.38514,-.4644969,.6284512,.2303491,6.768715,.5
1,1,66,0,0,1,0,0,1,0,11.96588,-18.42068,0,13.76144,-18.42068,0,.2303491,6.768715,.5
1,1,57,0,1,0,1,0,1,0,14.17261,-18.42068,0,17.63142,-1.497273,.2237395,.2303491,6.768715,.5
1,1,72,0,0,0,0,0,0,1,10.71442,-18.42068,0,12.9189,-18.42068,0,.2303491,6.768715,.5
1,1,54,0,0,0,1,0,1,0,11.55161,-18.42068,0,13.17998,-.4872158,.6143345,.2303491,6.768715,.5
1,1,63,0,0,0,0,0,0,1,13.12128,-18.42068,0,15.01432,-1.423513,.2408664,.2303491,6.768715,.5
0,1,69,0,0,1,0,0,0,1,11.36831,-18.42068,0,14.96029,-18.42068,0,.2303491,6.768715,.5
1,1,51,2,0,0,1,0,1,0,13.62943,-18.42068,0,15.0035,-2.138384,.1178451,.2303491,6.768715,.5
1,1,72,0,1,0,1,0,0,1,14.15198,-18.42068,0,17.27733,-1.744445,.1747419,.2303491,6.768715,.5
1,1,60,0,0,0,0,1,0,1,14.62614,-18.42068,0,17.88534,-.3329613,.7167979,.2303491,6.768715,.5
1,1,69,2,0,0,1,0,1,0,13.49889,-18.42068,0,15.84044,-1.124536,.3248031,.2303491,6.768715,.5
1,1,54,0,1,0,1,0,0,1,15.4518,-18.42068,0,18.10152,-.6287174,.5332754,.2303491,6.768715,.5
1,1,69,0,0,0,0,0,0,1,11.46249,-18.42068,0,13.34376,-.7640989,.4657534,.2303491,6.768715,.5
0,1,54,0,0,1,0,0,0,1,11.06977,-18.42068,0,13.36949,-1.618553,.1981853,.2303491,6.768715,.5
1,1,63,0,0,0,1,0,0,1,13.1835,-18.42068,0,16.6905,-1.365208,.2553275,.2303491,6.768715,.5
0,1,66,0,0,0,0,1,0,1,16.18434,-18.42068,0,18.75266,-.1193402,.8875058,.2303491,6.768715,.5
1,1,57,0,0,0,1,0,1,0,12.2065,-18.42068,0,15.10753,-.3704323,.6904358,.2303491,6.768715,.5
0,0,60,0,0,1,0,0,1,0,10.31739,-18.42068,0,14.16855,-1.458615,.2325581,.2303491,6.768715,.5
0,1,51,0,1,1,0,0,1,0,13.94716,-18.42068,0,16.47376,-4.57402,.0103164,.2303491,6.768715,.5
1,1,51,2,0,0,0,0,0,1,13.46692,-18.42068,0,15.93159,-2.766599,.0628755,.2303491,6.768715,.5
0,0,57,1,0,1,0,0,1,0,11.17688,-2.000841,.1352215,12.04331,-1.141246,.3194208,.2303491,6.768715,.5
1,1,63,0,0,0,0,1,1,0,17.4999,-18.42068,0,19.66026,-18.42068,0,.2303491,6.768715,.5
1,1,51,1,0,0,0,0,0,1,12.71813,-18.42068,0,12.92664,-18.42068,0,.2303491,6.768715,.5
0,0,54,0,0,1,0,0,0,1,11.35745,-18.42068,0,12.19717,-18.42068,0,.2303491,6.768715,.5
1,1,60,0,0,0,0,1,1,0,15.8266,-18.42068,0,18.65846,-4.312622,.0133984,.2303491,6.768715,.5
1,1,60,0,0,0,1,0,0,1,15.47844,-18.42068,0,16.92198,-1.666763,.1888574,.2303491,6.768715,.5
1,1,60,1,0,0,0,1,0,1,14.49512,-18.42068,0,19.34071,-.3542776,.7016802,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,15.41407,-18.42068,0,20.51013,-.9609199,.3825408,.2303491,6.768715,.5
0,1,69,0,1,0,0,0,0,1,10.0649,-18.42068,0,14.39096,-2.183173,.1126834,.2303491,6.768715,.5
1,1,51,0,0,0,1,0,0,1,14.92142,-18.42068,0,16.56165,-1.685242,.1853996,.2303491,6.768715,.5
1,1,63,2,0,0,1,0,0,1,13.56152,-18.42068,0,16.2323,-1.041668,.3528657,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,14.7828,-18.42068,0,16.4568,-.9901969,.3715035,.2303491,6.768715,.5
1,1,69,0,1,1,0,0,1,0,11.10099,-18.42068,0,14.72512,-.4808349,.618267,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,1,0,10.40035,-18.42068,0,14.01189,-18.42068,0,.2303491,6.768715,.5
1,1,69,0,0,0,0,1,1,0,14.41811,-18.42068,0,-15.80805,-1.199943,.3012114,.2303491,6.768715,.5
1,1,54,0,0,1,0,0,1,0,12.43197,-18.42068,0,12.73523,-18.42068,0,.2303491,6.768715,.5
1,1,51,1,0,0,1,0,0,1,11.92569,-18.42068,0,13.56543,-2.388763,.0917431,.2303491,6.768715,.5
1,1,72,0,0,1,0,0,1,0,11.35041,-18.42068,0,13.02254,-18.42068,0,.2303491,6.768715,.5
1,1,54,1,1,1,0,0,1,0,11.53679,-3.569763,.0281625,13.81122,-1.108355,.3301016,.2303491,6.768715,.5
1,1,51,0,0,1,0,0,0,1,12.62976,-18.42068,0,15.10067,-18.42068,0,.2303491,6.768715,.5
1,1,54,3,0,1,0,0,0,1,12.712,-18.42068,0,14.51787,-1.727221,.1777778,.2303491,6.768715,.5
1,1,63,0,1,1,0,0,0,1,12.54234,-18.42068,0,14.62563,-3.016426,.048976,.2303491,6.768715,.5
1,1,72,0,1,0,0,1,0,1,11.89136,-18.42068,0,16.69852,-18.42068,0,.2303491,6.768715,.5
1,1,66,0,1,0,1,0,0,1,12.64101,-18.42068,0,16.46231,-1.916702,.1470913,.2303491,6.768715,.5
1,1,54,0,0,0,1,0,0,1,13.63655,-18.42068,0,14.45894,-2.140066,.1176471,.2303491,6.768715,.5
1,1,51,2,0,1,0,0,0,1,12.93629,-18.42068,0,13.83384,-18.42068,0,.2303491,6.768715,.5
1,1,72,0,0,0,0,1,1,0,18.85939,-18.42068,0,19.58926,-.0299471,.9704969,.2303491,6.768715,.5
1,1,57,1,0,0,1,0,0,1,14.74923,-18.42068,0,18.41695,-.6219074,.5369194,.2303491,6.768715,.5
1,1,51,2,1,0,1,0,0,1,14.26177,-18.42068,0,16.87121,-3.45628,.0315469,.2303491,6.768715,.5
1,1,69,0,0,1,0,0,0,1,12.25706,-18.42068,0,16.06795,-.9170783,.3996851,.2303491,6.768715,.5
1,1,51,0,1,0,1,0,1,0,13.65899,-18.42068,0,16.79428,-4.393213,.0123609,.2303491,6.768715,.5
1,1,66,0,0,0,0,1,1,0,15.38595,-18.42068,0,19.46091,-.0534407,.9479622,.2303491,6.768715,.5
1,1,63,0,1,0,0,0,1,0,11.56004,-18.42068,0,13.90411,-5.629415,.0035907,.2303491,6.768715,.5
1,1,57,0,0,0,1,0,0,1,12.88526,-18.42068,0,14.20275,-.3590433,.6983441,.2303491,6.768715,.5
1,1,63,0,0,1,0,0,1,0,11.51184,-18.42068,0,13.58218,-3.345524,.0352417,.2303491,6.768715,.5
0,1,60,0,1,1,0,0,1,0,12.889,-18.42068,0,15.53704,-2.82953,.0590406,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,1,0,12.529,-18.42068,0,15.28206,-1.414332,.243088,.2303491,6.768715,.5
0,1,57,0,1,1,0,0,1,0,14.86576,-18.42068,0,-16.13559,-.8159178,.4422333,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,1,0,13.55643,-18.42068,0,17.77664,-.2889613,.7490412,.2303491,6.768715,.5
1,1,63,0,0,1,0,0,0,1,13.55514,-18.42068,0,16.90581,-.836248,.4333333,.2303491,6.768715,.5
1,1,57,0,0,1,0,0,0,1,11.54152,-.6208265,.5375,11.02606,-.0645385,.9375,.2303491,6.768715,.5
1,1,60,0,0,0,0,0,0,1,12.95022,-18.42068,0,15.95,-.0685928,.9337068,.2303491,6.768715,.5
1,1,51,0,1,1,0,0,0,1,12.26686,-18.42068,0,14.18194,-3.843476,.021419,.2303491,6.768715,.5
1,1,72,0,1,1,0,0,0,1,15.44082,-18.42068,0,18.62826,-.0299471,.9704969,.2303491,6.768715,.5
1,1,51,0,0,0,1,0,0,1,13.75342,-18.42068,0,16.90763,-.7073073,.4929698,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,14.76259,-18.42068,0,16.53112,-1.706751,.1814543,.2303491,6.768715,.5
1,1,69,0,0,0,1,0,0,1,14.76124,-18.42068,0,17.67585,-.3321911,.7173502,.2303491,6.768715,.5
1,1,54,3,0,1,0,0,1,0,12.6051,-5.551756,.0038806,14.3729,-1.607868,.2003141,.2303491,6.768715,.5
0,0,66,0,0,1,0,0,0,1,11.15137,-18.42068,0,14.44272,-1.14093,.3195216,.2303491,6.768715,.5
1,1,57,1,0,1,0,0,0,1,11.13606,1.748084,5.74359,-10.91161,-18.42068,0,.2303491,6.768715,.5
1,1,66,0,0,1,0,0,0,1,13.36988,-18.42068,0,14.92636,-2.264883,.1038422,.2303491,6.768715,.5
1,1,66,1,1,0,1,0,0,1,15.18476,-18.42068,0,17.48648,-18.42068,0,.2303491,6.768715,.5
1,1,66,0,1,1,0,0,1,0,15.05692,-18.42068,0,-17.20289,-.0642544,.9377664,.2303491,6.768715,.5
1,1,54,0,0,0,0,0,1,0,13.56258,-18.42068,0,15.97684,-3.329629,.0358064,.2303491,6.768715,.5
0,0,54,0,0,0,1,0,0,1,12.05949,-18.42068,0,15.75608,-18.42068,0,.2303491,6.768715,.5
0,1,51,0,0,0,1,0,0,1,13.45508,-18.42068,0,14.52291,-4.986068,.0068325,.2303491,6.768715,.5
1,1,60,0,1,1,0,0,0,1,14.44031,-18.42068,0,15.5368,-.0749013,.927835,.2303491,6.768715,.5
1,1,69,0,0,1,0,0,0,1,13.56003,-18.42068,0,16.03362,-1.204419,.299866,.2303491,6.768715,.5
1,1,60,0,0,1,0,0,0,1,15.49819,-18.42068,0,17.02966,-.2541414,.7755821,.2303491,6.768715,.5
1,1,54,0,0,1,0,0,0,1,11.5806,-18.42068,0,13.26869,-4.079407,.0169175,.2303491,6.768715,.5
1,1,57,0,0,0,1,0,0,1,14.29483,-18.42068,0,16.5092,-18.42068,0,.2303491,6.768715,.5
1,1,66,1,0,0,0,0,1,0,11.45506,-18.42068,0,14.62117,-3.801614,.0223347,.2303491,6.768715,.5
1,1,57,0,1,1,0,0,0,1,11.9283,-18.42068,0,15.19112,-18.42068,0,.2303491,6.768715,.5
0,0,54,0,0,1,0,0,1,0,12.43805,-18.42068,0,14.89997,-1.496672,.2238739,.2303491,6.768715,.5
1,1,60,0,0,0,0,0,1,0,13.92713,-18.42068,0,15.96805,-18.42068,0,.2303491,6.768715,.5
1,1,66,0,0,1,0,0,1,0,14.2321,-18.42068,0,17.32162,-.6916798,.5007342,.2303491,6.768715,.5
1,1,59,0,0,1,0,0,1,0,12.22532,-18.42068,0,15.97838,-2.324641,.0978186,.3624222,5.898269,.36
1,1,56,0,0,1,0,0,1,0,13.29314,-18.42068,0,14.17661,-.9246556,.396668,.3624222,5.898269,.36
1,1,50,0,1,0,1,0,1,0,11.66332,-18.42068,0,12.49387,-5.166416,.005705,.3624222,5.898269,.36
1,1,62,0,0,1,0,0,1,0,11.62825,-18.42068,0,13.57259,-.7296522,.4820766,.3624222,5.898269,.36
1,1,59,0,0,1,0,0,1,0,12.07224,-1.064711,.3448276,12.6807,-.746257,.4741379,.3624222,5.898269,.36
1,1,62,0,0,1,0,0,0,1,11.67127,-18.42068,0,14.32503,-.5462279,.5791302,.3624222,5.898269,.36
1,1,59,0,1,0,0,1,0,1,11.22495,-18.42068,0,13.98095,-1.525893,.2174267,.3624222,5.898269,.36
1,1,62,0,1,1,0,0,0,1,17.15322,-18.42068,0,17.87905,-.3001581,.7407011,.3624222,5.898269,.36
1,1,50,0,0,0,1,0,0,1,12.28236,-18.42068,0,14.99807,-3.181619,.0415184,.3624222,5.898269,.36
1,1,50,0,1,0,0,0,0,1,12.08766,-3.555348,.0285714,12.78546,-4.248495,.0142857,.3624222,5.898269,.36
1,1,65,0,1,1,0,0,0,1,12.34236,-2.679356,.0686073,16.43342,-18.42068,0,.3624222,5.898269,.36
1,1,50,0,1,1,0,0,0,1,12.13332,-18.42068,0,14.42604,-18.42068,0,.3624222,5.898269,.36
1,1,65,0,0,1,0,0,1,0,13.34501,-18.42068,0,15.68119,-1.658228,.1904762,.3624222,5.898269,.36
1,1,65,0,1,0,0,1,0,1,15.00015,-18.42068,0,16.84652,-.3501625,.7045736,.3624222,5.898269,.36
0,1,68,0,0,1,0,0,0,1,12.89811,-18.42068,0,16.42585,-1.575768,.2068486,.3624222,5.898269,.36
1,1,68,0,0,0,1,0,0,1,11.11699,-18.42068,0,14.09898,-.8323883,.4350091,.3624222,5.898269,.36
1,1,68,0,0,0,1,0,1,0,11.61825,-18.42068,0,15.6083,-.3372656,.7137192,.3624222,5.898269,.36
1,1,62,0,0,1,0,0,0,1,15.98242,-18.42068,0,16.13526,-4.467417,.0114769,.3624222,5.898269,.36
0,1,56,0,1,0,1,0,0,1,13.17836,-18.42068,0,14.89435,-18.42068,0,.3624222,5.898269,.36
1,1,56,1,1,0,1,0,0,1,15.04808,-18.42068,0,18.73617,-.0505912,.9506672,.3624222,5.898269,.36
0,1,50,0,1,0,1,0,0,1,12.85291,-18.42068,0,16.22511,-18.42068,0,.3624222,5.898269,.36
1,1,65,0,0,0,1,0,0,1,13.74325,-18.42068,0,16.25163,-2.260954,.104251,.3624222,5.898269,.36
0,0,53,0,0,0,1,0,1,0,11.71413,-18.42068,0,14.13105,-3.246935,.0388932,.3624222,5.898269,.36
0,0,62,0,0,1,0,0,0,1,10.94603,-18.42068,0,14.27474,-.544695,.5800186,.3624222,5.898269,.36
1,1,62,0,1,0,0,1,0,1,12.98951,-18.42068,0,14.92228,-.4855514,.6153578,.3624222,5.898269,.36
1,1,50,0,1,0,0,1,0,1,12.68783,-18.42068,0,15.41467,-1.942271,.1433779,.3624222,5.898269,.36
1,1,50,3,0,1,0,0,1,0,12.97551,-18.42068,0,17.79588,-18.42068,0,.3624222,5.898269,.36
1,1,56,0,1,0,0,0,0,1,11.87003,-18.42068,0,13.97587,-2.681934,.0684307,.3624222,5.898269,.36
1,1,56,3,1,0,1,0,0,1,15.23732,-18.42068,0,17.91422,-1.065798,.344453,.3624222,5.898269,.36
1,1,56,0,1,0,1,0,0,1,12.34003,-18.42068,0,14.49882,-1.356737,.2574997,.3624222,5.898269,.36
1,1,53,0,1,0,1,0,1,0,11.42645,-1.810628,.1635514,13.5503,-18.42068,0,.3624222,5.898269,.36
1,1,65,0,0,0,1,0,1,0,14.30356,-18.42068,0,16.86814,-1.918331,.1468519,.3624222,5.898269,.36
0,1,50,0,0,0,0,0,0,1,11.07839,-18.42068,0,13.28469,-18.42068,0,.3624222,5.898269,.36
1,1,56,0,0,1,0,0,1,0,11.42374,-18.42068,0,12.2953,-18.42068,0,.3624222,5.898269,.36
1,1,71,0,0,1,0,0,0,1,11.55215,-18.42068,0,15.51629,-.4049789,.6669909,.3624222,5.898269,.36
1,1,62,0,0,0,0,0,0,1,10.00776,-18.42068,0,14.42325,-18.42068,0,.3624222,5.898269,.36
1,1,62,0,0,1,0,0,0,1,15.70224,-18.42068,0,17.64734,-.7622446,.4666179,.3624222,5.898269,.36
1,1,71,0,1,1,0,0,0,1,14.30409,-18.42068,0,15.90392,-18.42068,0,.3624222,5.898269,.36
0,1,68,0,1,1,0,0,0,1,13.30358,-18.42068,0,16.33408,-1.174956,.3088326,.3624222,5.898269,.36
1,1,68,0,0,1,0,0,0,1,12.88194,-18.42068,0,16.05886,-1.145228,.3181514,.3624222,5.898269,.36
1,1,59,0,0,0,1,0,0,1,14.69397,-18.42068,0,16.75812,-.4444165,.6411983,.3624222,5.898269,.36
1,1,65,0,1,0,1,0,0,1,13.93199,-18.42068,0,16.19052,-1.709806,.1809008,.3624222,5.898269,.36
1,1,68,0,1,0,0,0,0,1,13.33516,-18.42068,0,14.4251,-18.42068,0,.3624222,5.898269,.36
0,0,62,0,0,1,0,0,0,1,11.27627,-18.42068,0,11.72146,-.2946137,.7448193,.3624222,5.898269,.36
1,1,65,0,0,0,0,0,1,0,11.03157,-18.42068,0,13.01275,-.0478299,.9532959,.3624222,5.898269,.36
0,1,59,0,0,0,1,0,0,1,11.11372,-18.42068,0,12.47026,-2.894907,.0553042,.3624222,5.898269,.36
1,1,50,0,1,1,0,0,0,1,11.05241,-18.42068,0,14.01728,-4.841035,.0078989,.3624222,5.898269,.36
1,1,59,0,1,0,0,0,1,0,14.44732,-18.42068,0,17.18704,-18.42068,0,.3624222,5.898269,.36
1,1,50,0,1,0,1,0,1,0,12.02,-18.42068,0,14.68165,-18.42068,0,.3624222,5.898269,.36
1,1,53,0,0,0,0,0,1,0,16.32925,-18.42068,0,17.71758,-2.60914,.0735978,.3624222,5.898269,.36
1,1,62,0,0,1,0,0,1,0,11.92141,-18.42068,0,13.16476,-2.908721,.0545455,.3624222,5.898269,.36
1,1,53,1,0,0,0,0,1,0,10.32783,-18.42068,0,11.14981,-18.42068,0,.3624222,5.898269,.36
0,1,68,0,1,1,0,0,1,0,12.47103,-18.42068,0,16.53696,-18.42068,0,.3624222,5.898269,.36
0,1,71,0,0,1,0,0,0,1,11.85651,-18.42068,0,14.44359,-.4269782,.6524777,.3624222,5.898269,.36
0,1,65,0,0,0,1,0,0,1,16.45612,-18.42068,0,18.96322,-18.42068,0,.3624222,5.898269,.36
1,1,71,0,0,0,1,0,1,0,15.66081,-18.42068,0,18.35688,-.2010206,.8178955,.3624222,5.898269,.36
1,1,59,0,1,0,0,1,0,1,13.73298,-18.42068,0,15.91436,-1.158126,.3140741,.3624222,5.898269,.36
0,1,53,0,0,0,0,0,0,1,10.88745,-18.42068,0,9.631681,-18.42068,0,.3624222,5.898269,.36
1,1,53,0,0,0,1,0,1,0,12.09427,-18.42068,0,12.87728,-18.42068,0,.3624222,5.898269,.36
